date,ACAD,ACHC,ACOR,ADUS,AERI,AGIO,AIMT,AKCA,AKRX,ALDR,ALEC,ALLK,ALLO,AMAG,AMED,AMEH,AMPH,ANAB,ANGO,ANIP
2008-08-26,2.43,4.4162,27.56,,,,,,4.71,,,,,40.08,53.68,,,,15.9,185.4
2008-08-27,2.51,4.3639,27.73,,,,,,4.59,,,,,39.0,54.98,,,,15.97,187.2
2008-08-28,2.61,4.3639,28.15,,,,,,4.77,,,,,39.3,54.42,,,,16.42,184.68
2008-08-29,2.55,4.329,28.15,,,,,,4.85,,,,,38.69,53.22,,,,16.43,186.12
2008-09-02,2.36,4.3639,28.19,,,,,,4.75,,,,,38.87,53.28,,,,16.19,182.16
2008-09-03,2.69,4.3464,30.43,,,,,,4.97,,,,,39.17,51.79,,,,16.08,181.8
2008-09-04,2.4,4.2766,29.03,,,,,,4.91,,,,,39.7,49.85,,,,15.41,173.52
2008-09-05,2.82,4.329,29.56,,,,,,4.87,,,,,39.31,48.4,,,,15.1,171.36
2008-09-08,2.73,4.2766,29.65,,,,,,4.99,,,,,38.74,50.75,3.25,,,15.29,167.04
2008-09-09,2.53,4.2417,27.8,,,,,,4.82,,,,,40.35,47.68,3.25,,,15.08,162.0
2008-09-10,2.64,4.2417,28.16,,,,,,5.07,,,,,43.33,48.02,3.25,,,15.77,153.0
2008-09-11,2.7,4.1893,27.03,,,,,,5.06,,,,,41.71,48.5,3.25,,,15.95,149.04
2008-09-12,2.61,4.3115,27.51,,,,,,5.04,,,,,43.01,48.15,3.25,,,15.85,144.36
2008-09-15,2.6,4.2766,27.02,,,,,,4.76,,,,,42.27,47.86,3.25,,,15.55,129.6
2008-09-16,2.96,4.3464,28.27,,,,,,5.03,,,,,43.3,48.91,3.25,,,16.45,127.44
2008-09-17,2.55,4.2766,26.42,,,,,,4.69,,,,,39.45,46.28,3.25,,,15.96,126.72
2008-09-18,2.96,4.2591,27.71,,,,,,5.1,,,,,42.71,49.13,3.25,,,17.2,133.2
2008-09-19,3.15,4.3639,28.11,,,,,,5.51,,,,,44.75,50.98,3.25,,,17.15,147.6
2008-09-22,2.66,4.2591,26.75,,,,,,4.95,,,,,43.66,50.11,3.25,,,16.9,141.84
2008-09-23,2.63,4.1893,26.44,,,,,,4.9,,,,,41.98,49.8,3.25,,,16.83,144.72
2008-09-24,2.86,4.3115,25.58,,,,,,4.81,,,,,40.0,49.15,4.24,,,16.4,138.24
2008-09-25,2.93,4.1893,26.1,,,,,,5.0,,,,,39.95,50.78,4.24,,,16.64,146.16
2008-09-26,2.79,4.102,26.11,,,,,,5.15,,,,,40.34,50.7,4.25,,,16.9,157.32
2008-09-29,2.68,4.0846,24.4,,,,,,5.09,,,,,39.13,47.88,3.25,,,16.89,183.6
2008-09-30,2.68,4.1544,23.85,,,,,,5.13,,,,,38.73,48.67,4.25,,,15.8,176.04
2008-10-01,2.69,4.102,23.29,,,,,,5.11,,,,,38.17,47.26,4.15,,,15.33,164.52
2008-10-02,2.5,3.9275,21.68,,,,,,4.81,,,,,38.17,48.31,3.25,,,14.58,151.2
2008-10-03,2.1,4.102,21.28,,,,,,4.71,,,,,36.37,47.34,3.25,,,14.82,151.92
2008-10-06,1.77,3.91,19.07,,,,,,4.27,,,,,34.44,48.69,3.25,,,14.22,144.0
2008-10-07,1.52,3.7529,18.79,,,,,,3.61,,,,,32.15,48.17,3.25,,,14.25,141.48
2008-10-08,1.44,3.8402,18.17,,,,,,3.85,,,,,34.85,49.35,3.25,,,14.02,140.4
2008-10-09,1.25,3.4911,17.28,,,,,,3.41,,,,,32.84,43.51,3.25,,,13.1,132.12
2008-10-10,1.51,3.4911,16.41,,,,,,3.25,,,,,35.45,44.78,4.24,,,12.29,113.4
2008-10-13,2.43,3.6831,18.51,,,,,,4.0,,,,,38.34,51.48,,,,13.16,134.64
2008-10-14,2.24,3.4911,18.46,,,,,,3.63,,,,,37.4,51.81,,,,13.06,130.68
2008-10-15,1.86,3.4562,16.77,,,,,,3.22,,,,,37.01,47.94,,,,12.19,110.16
2008-10-16,1.97,3.4911,17.95,,,,,,3.45,,,,,36.75,53.01,,,,12.85,114.12
2008-10-17,1.87,3.5784,18.42,,,,,,3.48,,,,,36.75,52.32,,,,12.89,118.44
2008-10-20,2.0,3.718,19.53,,,,,,3.5,,,,,32.24,53.86,,,,13.33,122.4
2008-10-21,1.79,3.7006,18.37,,,,,,3.27,,,,,33.93,55.03,,,,12.72,123.84
2008-10-22,1.64,3.4911,18.05,,,,,,2.99,,,,,34.29,53.67,,,,11.75,116.64
2008-10-23,1.5,3.4911,17.64,,,,,,2.98,,,,,33.4,50.09,,,,11.69,113.76
2008-10-24,1.48,3.4038,17.17,,,,,,2.79,,,,,31.64,47.38,,,,11.47,108.36
2008-10-27,1.41,3.4736,15.89,,,,,,2.36,,,,,28.82,45.54,,,,11.03,109.08
2008-10-28,1.65,3.3165,17.85,,,,,,2.43,,,,,26.43,47.5,,,,11.95,115.92
2008-10-29,1.76,3.4038,18.38,,,,,,2.35,,,,,27.8,51.93,,,,11.78,114.84
2008-10-30,1.88,3.4038,19.98,,,,,,2.58,,,,,29.52,56.33,,,,12.26,114.84
2008-10-31,1.9,3.4038,20.4,,,,,,3.11,,,,,30.58,56.41,,,,12.6,116.28
2008-11-03,1.89,3.3165,21.42,,,,,,3.11,,,,,31.36,56.31,,,,13.31,115.56
2008-11-04,1.97,3.2991,21.8,,,,,,3.12,,,,,26.88,58.07,,,,13.25,111.6
2008-11-05,1.82,3.2991,20.71,,,,,,2.3,,,,,26.97,56.21,,,,12.42,110.52
2008-11-06,1.82,3.0896,19.98,,,,,,2.35,,,,,25.88,53.61,,,,12.05,108.36
2008-11-07,1.84,3.2293,20.15,,,,,,2.64,,,,,24.9,50.06,,,,12.78,104.04
2008-11-10,1.82,3.142,19.17,,,,,,2.55,,,,,20.05,50.09,,,,12.92,102.96
2008-11-11,1.72,3.0547,18.45,,,,,,2.32,,,,,20.87,50.77,,,,12.46,95.04
2008-11-12,1.45,2.531,18.13,,,,,,1.96,,,,,18.37,49.67,,,,11.83,81.36
2008-11-13,1.7,2.3565,19.07,,,,,,2.23,,,,,37.32,53.34,,,,13.17,72.0
2008-11-14,1.43,2.1819,18.02,,,,,,1.94,,,,,35.46,50.57,,,,11.98,73.8
2008-11-17,1.4,1.8328,18.15,,,,,,1.81,,,,,35.38,49.92,,,,11.65,72.0
2008-11-18,1.19,1.9201,17.31,,,,,,1.83,,,,,33.55,48.1,,,,11.78,68.04
2008-11-19,0.99,1.9899,15.7,,,,,,1.55,,,,,30.5,44.0,,,,11.12,63.0
2008-11-20,0.83,1.7455,15.4,,,,,,1.36,,,,,27.42,36.88,,,,10.73,52.2
2008-11-21,0.86,1.7455,16.07,,,,,,1.4,,,,,28.87,38.05,,,,10.93,55.8
2008-11-24,1.0,1.7455,15.93,,,,,,1.49,,,,,30.23,38.78,,,,11.29,58.68
2008-11-25,1.15,1.9201,16.74,,,,,,1.7,,,,,32.34,38.52,,,,10.89,59.4
2008-11-26,1.3,2.0947,18.02,,,,,,1.6,,,,,33.07,39.09,,,,11.46,61.2
2008-11-28,1.28,2.1819,18.12,,,,,,1.64,,,,,33.68,38.89,,,,11.93,64.44
2008-12-01,1.03,2.1819,15.44,,,,,,1.46,,,,,30.13,34.74,,,,10.65,56.88
2008-12-02,1.32,1.9201,16.2,,,,,,1.36,,,,,32.75,37.62,,,,11.03,55.8
2008-12-03,1.33,2.0074,16.36,,,,,,1.31,,,,,33.76,38.32,,,,11.54,55.44
2008-12-04,1.45,2.0423,15.54,,,,,,1.21,,,,,32.83,38.33,,,,10.1,59.04
2008-12-05,1.51,2.1819,15.96,,,,,,1.33,,,,,34.16,40.28,,,,10.23,60.12
2008-12-08,1.62,2.0947,16.49,,,,,,1.83,,,,,35.5,41.72,,,,11.05,61.56
2008-12-09,1.39,2.0947,16.2,,,,,,1.85,,,,,34.24,39.9,,,,10.7,60.84
2008-12-10,1.36,2.0947,16.58,,,,,,2.04,,,,,33.83,40.12,,,,10.75,61.2
2008-12-11,1.2,2.0772,16.29,,,,,,2.11,,,,,33.14,37.88,,,,10.99,57.24
2008-12-12,1.29,2.0947,16.27,,,,,,2.69,,,,,32.5,38.23,,,,11.1,56.88
2008-12-15,1.14,2.3216,15.86,,,,,,2.54,,,,,32.18,37.65,,,,11.12,52.56
2008-12-16,1.15,2.4612,17.01,,,,,,2.54,,,,,34.22,39.17,,,,12.28,49.68
2008-12-17,1.02,2.2518,17.61,,,,,,2.48,,,,,35.39,39.31,,,,12.57,52.92
2008-12-18,0.97,2.6183,19.68,,,,,,2.39,,,,,34.17,40.89,,,,12.92,54.0
2008-12-19,0.85,2.531,20.05,,,,,,1.91,,,,,32.27,40.98,,,,13.14,53.28
2008-12-22,0.85,2.531,19.33,,,,,,1.77,,,,,34.07,41.4,,,,12.56,51.48
2008-12-23,0.85,2.566,19.18,,,,,,1.97,,,,,32.53,41.05,,,,12.25,52.2
2008-12-24,0.85,2.5834,19.5,,,,,,1.95,,,,,32.34,41.07,,,,11.885,48.96
2008-12-26,0.84,2.531,20.16,,,,,,2.04,,,,,33.7,41.33,,,,12.41,50.04
2008-12-29,0.84,2.5485,19.43,,,,,,1.91,,,,,33.57,40.69,,,,12.17,41.76
2008-12-30,0.86,2.3041,20.37,,,,,,1.95,,,,,35.93,42.21,,,,12.5,30.6
2008-12-31,0.9,2.3565,20.51,,,,,,2.3,,,,,35.85,41.34,,,,13.69,36.0
2009-01-02,1.11,2.0423,20.44,,,,,,2.64,,,,,35.87,40.72,,,,13.43,42.48
2009-01-05,1.2,2.0074,21.09,,,,,,2.56,,,,,35.76,40.33,,,,12.87,45.36
2009-01-06,1.21,2.0772,21.9,,,,,,2.52,,,,,33.94,46.98,,,,12.91,48.24
2009-01-07,1.16,1.9376,22.21,,,,,,2.46,,,,,32.08,48.91,,,,11.91,55.44
2009-01-08,1.2,1.9201,21.92,,,,,,2.57,,,,,33.35,47.0,,,,11.96,54.36
2009-01-09,1.12,1.8328,22.92,,,,,,2.28,,,,,31.97,46.59,,,,11.58,54.36
2009-01-12,1.17,1.8328,21.71,,,,,,2.21,,,,,30.81,46.28,,,,11.67,54.36
2009-01-13,1.14,1.8503,22.91,,,,,,2.22,,,,,31.8,48.08,,,,11.74,55.8
2009-01-14,1.12,1.8328,24.47,,,,,,2.15,,,,,32.6,47.01,,,,11.24,54.0
2009-01-15,1.19,1.8677,24.13,,,,,,2.22,,,,,34.07,44.29,2.0,,,11.09,55.08
2009-01-16,1.19,1.8328,23.58,,,,,,2.2,,,,,35.0,44.32,,,,11.2,57.24
2009-01-20,1.05,1.9201,22.12,,,,,,2.16,,,,,34.4,43.51,,,,11.04,57.96
2009-01-21,1.1,2.0074,23.69,,,,,,2.25,,,,,35.65,43.91,,,,11.88,60.12
2009-01-22,1.06,1.955,24.31,,,,,,2.11,,,,,35.68,44.34,,,,12.0,60.12
2009-01-23,1.08,1.955,24.68,,,,,,2.1,,,,,35.55,43.07,,,,12.03,59.76
2009-01-26,1.23,1.763,25.08,,,,,,2.15,,,,,36.08,44.06,,,,13.45,59.76
2009-01-27,1.2,1.9201,25.12,,,,,,2.27,,,,,34.96,44.03,,,,13.73,60.12
2009-01-28,1.14,1.9201,25.23,,,,,,2.6,,,,,35.55,44.09,,,,13.85,59.76
2009-01-29,1.02,1.8328,24.55,,,,,,2.41,,,,,34.95,41.6,1.5,,,13.65,57.6
2009-01-30,1.01,2.0772,24.53,,,,,,2.23,,,,,35.25,41.23,0.51,,,13.6,57.6
2009-02-02,1.01,1.9201,23.64,,,,,,2.34,,,,,35.88,41.98,,,,13.78,54.36
2009-02-03,1.0,1.9201,23.75,,,,,,2.35,,,,,37.0,43.72,1.5,,,13.69,56.16
2009-02-04,0.99,1.7455,23.49,,,,,,2.27,,,,,37.29,43.41,1.5,,,13.68,55.08
2009-02-05,1.0,1.9201,23.99,,,,,,2.25,,,,,37.8,44.67,0.25,,,13.71,61.2
2009-02-06,1.0,1.8154,24.61,,,,,,2.19,,,,,37.7,45.52,,,,13.7,64.8
2009-02-09,0.97,1.8328,24.21,,,,,,2.39,,,,,38.75,46.81,,,,13.7,77.4
2009-02-10,0.95,1.7455,23.49,,,,,,2.36,,,,,37.25,46.46,,,,13.1,80.64
2009-02-11,0.96,1.7979,24.23,,,,,,2.3,,,,,38.7,47.66,0.25,,,12.99,74.88
2009-02-12,0.98,1.7979,24.64,,,,,,2.3,,,,,39.33,49.88,,,,12.95,76.32
2009-02-13,0.98,1.6583,24.61,,,,,,2.29,,,,,38.6,51.4,,,,12.9,76.32
2009-02-17,0.94,1.7281,23.53,,,,,,2.05,,,,,36.73,49.6,0.9,,,12.67,77.4
2009-02-18,0.87,1.571,22.86,,,,,,2.07,,,,,36.42,48.18,1.05,,,12.94,75.5964
2009-02-19,0.83,1.4837,22.57,,,,,,1.95,,,,,36.35,48.34,1.1,,,12.63,71.64
2009-02-20,0.83,1.5884,21.62,,,,,,2.0,,,,,36.33,47.53,1.1,,,12.65,69.12
2009-02-23,0.81,1.4837,21.46,,,,,,1.98,,,,,35.18,44.44,0.15,,,11.98,59.04
2009-02-24,0.9,1.3964,25.61,,,,,,2.14,,,,,35.83,45.16,0.95,,,12.53,58.32
2009-02-25,0.81,1.3266,24.19,,,,,,1.95,,,,,34.26,42.23,0.94,,,12.15,55.08
2009-02-26,0.81,1.3964,23.82,,,,,,1.4,,,,,29.02,36.48,,,,12.06,54.72
2009-02-27,0.83,1.3964,22.0,,,,,,1.4,,,,,27.05,32.71,,,,11.87,50.4
2009-03-02,0.77,1.2219,20.59,,,,,,1.2,,,,,24.24,28.98,,,,11.0,46.44
2009-03-03,0.82,1.0299,20.94,,,,,,1.18,,,,,26.26,28.75,,,,10.79,47.16
2009-03-04,0.86,1.0299,21.72,,,,,,1.3,,,,,27.0,28.77,,,,11.24,48.96
2009-03-05,0.79,1.0299,21.14,,,,,,1.26,,,,,24.75,27.32,0.94,,,10.47,47.88
2009-03-06,0.8,0.8902,23.44,,,,,,1.53,,,,,24.62,26.41,0.94,,,10.3,46.44
2009-03-09,0.81,0.8902,23.01,,,,,,1.29,,,,,25.35,25.91,,,,9.92,44.64
2009-03-10,0.98,0.8728,24.66,,,,,,1.45,,,,,26.53,27.39,,,,10.29,45.36
2009-03-11,0.91,1.0124,24.85,,,,,,1.3,,,,,25.67,25.97,9.4,,,10.12,45.0036
2009-03-12,1.0,1.2219,26.0,,,,,,1.67,,,,,27.55,27.02,9.4,,,10.15,45.36
2009-03-13,0.99,1.2219,25.84,,,,,,1.63,,,,,29.83,30.27,9.4,,,9.91,45.72
2009-03-16,0.98,1.0124,24.9,,,,,,1.39,,,,,30.25,29.13,9.4,,,9.85,45.72
2009-03-17,0.98,1.1346,25.39,,,,,,1.4,,,,,33.11,30.49,9.4,,,10.42,44.64
2009-03-18,0.99,1.1521,25.68,,,,,,1.35,,,,,32.53,30.37,9.4,,,10.78,42.84
2009-03-19,1.0,1.1521,25.23,,,,,,1.39,,,,,32.46,27.61,9.4,,,10.79,41.04
2009-03-20,0.93,1.187,26.82,,,,,,1.25,,,,,33.55,26.86,9.4,,,10.74,41.4
2009-03-23,1.05,1.2393,26.97,,,,,,1.4,,,,,37.21,27.23,9.4,,,11.53,42.48
2009-03-24,0.96,1.2917,25.82,,,,,,1.32,,,,,35.65,27.43,9.4,,,11.31,42.84
2009-03-25,1.04,1.3266,25.82,,,,,,1.25,,,,,36.0,28.33,9.4,,,11.59,41.4
2009-03-26,1.15,1.3266,26.27,,,,,,1.27,,,,,36.74,29.34,9.4,,,12.57,43.56
2009-03-27,1.06,1.3092,25.11,,,,,,1.19,,,,,36.84,28.32,9.4,,,11.78,48.24
2009-03-30,1.05,1.2917,24.9,,,,,,0.97,,,,,37.08,27.69,9.4,,,11.05,46.08
2009-03-31,0.95,1.3092,19.81,,,,,,0.86,,,,,36.77,27.49,9.4,,,11.24,47.52
2009-04-01,1.08,1.3092,20.44,,,,,,0.94,,,,,37.29,27.4,9.4,,,10.93,46.8
2009-04-02,1.06,1.3092,20.78,,,,,,0.99,,,,,38.74,29.36,9.4,,,11.7,48.24
2009-04-03,1.04,1.3092,19.69,,,,,,1.1,,,,,40.12,29.97,9.4,,,12.8,50.4
2009-04-06,1.02,1.2393,18.85,,,,,,1.09,,,,,39.9,30.22,2.0,,,12.48,54.72
2009-04-07,1.03,1.2742,18.09,,,,,,1.05,,,,,39.71,29.74,2.0,,,12.06,57.24
2009-04-08,1.13,1.2742,18.37,,,,,,1.1,,,,,40.05,30.3,2.0,,,12.25,59.4
2009-04-09,1.1,1.2393,18.45,,,,,,1.12,,,,,40.32,32.89,2.0,,,12.25,64.44
2009-04-13,1.07,1.3441,18.67,,,,,,1.12,,,,,40.9,33.06,17.0,,,12.3,66.96
2009-04-14,0.98,1.379,18.66,,,,,,0.97,,,,,40.56,30.9,17.0,,,12.16,74.88
2009-04-15,1.09,1.3615,18.23,,,,,,0.97,,,,,40.38,29.24,17.0,,,12.33,77.4
2009-04-16,1.05,1.3615,18.7,,,,,,0.97,,,,,41.5,30.12,17.0,,,12.71,72.0
2009-04-17,1.09,1.3615,18.84,,,,,,1.02,,,,,41.41,30.28,17.0,,,12.2,77.04
2009-04-20,1.0,1.3266,18.15,,,,,,0.93,,,,,41.36,28.71,17.0,,,11.86,71.28
2009-04-21,1.06,1.571,18.56,,,,,,0.96,,,,,41.31,29.75,17.0,,,12.45,64.44
2009-04-22,1.01,1.571,18.34,,,,,,0.89,,,,,41.73,29.98,17.0,,,12.72,70.56
2009-04-23,0.93,1.5884,21.89,,,,,,0.87,,,,,42.21,28.88,17.0,,,12.4,71.64
2009-04-24,0.95,1.6059,21.68,,,,,,0.87,,,,,42.38,28.81,17.0,,,12.91,68.04
2009-04-27,0.92,1.5361,20.97,,,,,,0.76,,,,,42.74,32.93,17.0,,,12.06,73.8
2009-04-28,0.94,1.5535,20.35,,,,,,0.75,,,,,44.0,32.34,17.0,,,12.01,77.4
2009-04-29,1.01,1.4837,20.74,,,,,,0.87,,,,,46.09,33.03,17.0,,,12.51,76.32
2009-04-30,0.99,1.571,19.83,,,,,,0.84,,,,,44.85,33.54,17.0,,,12.67,75.24
2009-05-01,1.0,1.571,19.77,,,,,,0.85,,,,,49.0,34.16,17.0,,,12.33,74.52
2009-05-04,2.34,1.5884,19.46,,,,,,0.93,,,,,50.84,35.42,17.0,,,12.53,73.08
2009-05-05,2.3,1.571,19.5,,,,,,0.85,,,,,51.24,35.93,17.0,,,12.28,75.24
2009-05-06,1.91,1.571,22.81,,,,,,0.81,,,,,51.19,36.596,17.0,,,12.14,75.24
2009-05-07,1.74,1.571,23.2,,,,,,0.81,,,,,52.68,37.8,17.0,,,12.52,74.16
2009-05-08,1.81,2.0947,23.25,,,,,,0.87,,,,,54.54,38.03,17.0,,,12.99,75.6
2009-05-11,1.93,1.8852,22.93,,,,,,0.99,,,,,54.0,36.95,17.0,,,13.88,71.28
2009-05-12,1.7,2.0947,22.74,,,,,,1.05,,,,,55.05,36.44,17.0,,,13.85,75.6
2009-05-13,1.76,2.1819,22.31,,,,,,0.92,,,,,53.74,35.0,17.0,,,13.43,70.56
2009-05-14,1.74,2.1819,22.52,,,,,,0.85,,,,,53.85,35.55,17.0,,,13.72,72.36
2009-05-15,1.61,2.0947,23.23,,,,,,0.88,,,,,53.5,33.26,17.0,,,13.72,73.8
2009-05-18,1.69,2.1819,23.7,,,,,,0.94,,,,,53.38,31.9,17.0,,,13.84,73.8
2009-05-19,1.77,2.2692,23.64,,,,,,0.99,,,,,52.63,32.12,17.0,,,13.52,72.72
2009-05-20,1.87,2.3565,23.67,,,,,,0.89,,,,,52.57,31.77,17.0,,,13.37,75.6
2009-05-21,1.85,2.1819,23.33,,,,,,0.95,,,,,52.05,30.72,17.0,,,13.15,75.6
2009-05-22,1.86,2.147,23.75,,,,,,1.01,,,,,51.98,29.94,17.0,,,13.09,75.6
2009-05-26,2.0,2.1121,24.87,,,,,,1.11,,,,,52.93,30.28,17.0,,,13.6,74.52
2009-05-27,1.89,1.9201,24.57,,,,,,1.0,,,,,52.16,30.32,17.0,,,13.24,73.44
2009-05-28,1.86,2.0074,24.28,,,,,,1.03,,,,,52.28,30.52,17.0,,,12.87,72.0
2009-05-29,1.96,2.0074,24.64,,,,,,1.08,,,,,52.6,30.43,17.0,,,12.3,75.6
2009-06-01,1.97,2.0947,25.43,,,,,,1.04,,,,,52.53,32.16,17.0,,,12.39,78.48
2009-06-02,1.96,2.0248,25.8,,,,,,0.99,,,,,54.92,32.6,17.0,,,13.41,90.0
2009-06-03,1.97,2.0947,25.98,,,,,,1.01,,,,,55.61,32.21,17.0,,,13.5,93.24
2009-06-04,2.37,2.0947,26.04,,,,,,1.03,,,,,54.77,31.97,17.0,,,13.21,83.52
2009-06-05,2.47,2.0947,25.96,,,,,,1.03,,,,,54.44,32.25,17.0,,,13.12,86.76
2009-06-08,2.34,2.0772,26.01,,,,,,0.998,,,,,53.1,32.01,17.0,,,13.22,83.52
2009-06-09,2.28,2.0772,25.64,,,,,,0.9991,,,,,53.02,30.62,17.0,,,13.28,81.72
2009-06-10,2.28,1.9201,24.87,,,,,,0.97,,,,,52.94,30.51,17.0,,,13.46,82.44
2009-06-11,2.17,2.0947,25.47,,,,,,0.99,,,,,53.21,31.71,17.0,,,13.38,84.24
2009-06-12,2.16,2.1819,25.53,,,,,,1.0,,,,,53.28,31.09,17.0,,,13.28,83.16
2009-06-15,2.23,2.0947,26.53,,,,,,0.99,,,,,50.47,29.16,17.0,,,12.99,86.4
2009-06-16,2.2,2.0947,25.55,,,,,,0.96,,,,,50.02,29.19,17.0,,,13.04,89.64
2009-06-17,2.19,2.1645,25.45,,,,,,0.97,,,,,50.64,30.23,17.0,,,13.18,86.76
2009-06-18,2.2,2.0947,25.95,,,,,,1.0,,,,,52.62,30.82,17.0,,,13.76,85.32
2009-06-19,2.23,2.147,26.05,,,,,,0.99,,,,,53.85,31.72,17.0,,,13.55,81.0
2009-06-22,1.97,2.0074,25.45,,,,,,0.94,,,,,51.68,30.95,1.2,,,13.47,73.8
2009-06-23,1.94,2.1819,25.85,,,,,,0.94,,,,,52.01,30.6,1.1,,,13.38,70.92
2009-06-24,1.93,2.3041,26.36,,,,,,0.95,,,,,51.74,30.73,1.2,,,13.2,72.0
2009-06-25,2.19,2.2867,27.46,,,,,,1.1,,,,,53.59,32.45,1.2,,,13.21,70.92
2009-06-26,2.08,2.2692,27.95,,,,,,1.1,,,,,54.64,33.2,1.0,,,13.72,75.96
2009-06-29,2.01,2.3565,27.65,,,,,,1.18,,,,,54.76,33.44,1.0,,,13.67,77.4
2009-06-30,2.19,2.4438,28.19,,,,,,1.21,,,,,54.67,33.02,0.8,,,13.27,72.0
2009-07-01,2.14,2.3565,23.99,,,,,,1.18,,,,,55.91,34.19,0.6,,,13.35,68.4
2009-07-02,2.01,2.4438,23.74,,,,,,1.13,,,,,52.81,31.91,0.6,,,13.14,68.4
2009-07-06,1.92,2.3914,24.16,,,,,,1.1,,,,,53.8,32.49,0.5,,,12.97,64.8
2009-07-07,2.0,2.2692,24.1,,,,,,1.04,,,,,50.5,32.96,0.5,,,12.66,65.88
2009-07-08,1.93,2.2343,23.3,,,,,,0.97,,,,,49.08,32.35,0.5,,,12.67,62.28
2009-07-09,1.98,2.2518,23.41,,,,,,0.96,,,,,48.31,32.24,0.5,,,12.34,55.08
2009-07-10,2.01,2.5136,23.42,,,,,,0.95,,,,,47.06,32.35,0.4,,,12.29,55.44
2009-07-13,2.06,2.3914,23.49,,,,,,0.995,,,,,47.0,32.98,0.4,,,12.69,54.0
2009-07-14,2.06,2.4263,23.26,,,,,,0.99,,,,,46.29,32.85,0.4,,,12.41,54.36
2009-07-15,2.1,2.531,23.45,,,,,,1.03,,,,,47.73,34.25,0.4,,,13.02,55.44
2009-07-16,2.21,2.8801,23.87,,,,,,1.05,,,,,48.92,35.16,0.3,,,13.0,55.8
2009-07-17,2.29,2.8801,23.4,,,,,,1.08,,,,,50.16,36.38,0.2,,,11.15,58.32
2009-07-20,2.34,2.9151,23.26,,,,,,1.07,,,,,50.59,36.97,0.1,,,11.25,58.68
2009-07-21,2.44,2.8801,24.0,,,,,,1.25,,,,,50.7,37.83,0.1,,,11.41,58.68
2009-07-22,2.42,2.95,23.93,,,,,,1.22,,,,,49.97,37.13,0.1,,,11.61,61.56
2009-07-23,2.6,2.8452,25.48,,,,,,1.23,,,,,50.95,37.98,0.1,,,11.78,59.04
2009-07-24,3.41,2.7056,26.07,,,,,,1.21,,,,,50.67,38.72,0.1,,,12.12,60.48
2009-07-27,4.4,2.8801,26.35,,,,,,1.23,,,,,49.94,37.76,0.1,,,11.95,61.2
2009-07-28,4.38,2.7754,26.66,,,,,,1.21,,,,,49.96,39.0,0.1,,,12.27,64.08
2009-07-29,4.39,2.8801,25.99,,,,,,1.34,,,,,49.9,40.64,0.1,,,12.35,66.6
2009-07-30,4.5,2.6881,25.2,,,,,,1.37,,,,,46.26,40.81,0.1,,,12.63,66.6
2009-07-31,4.07,2.8627,25.26,,,,,,1.35,,,,,45.41,44.71,0.1,,,12.48,65.88
2009-08-03,4.67,2.8801,25.85,,,,,,1.48,,,,,43.88,44.8,0.1,,,12.81,65.16
2009-08-04,4.9,2.7056,24.01,,,,,,1.51,,,,,45.2,44.57,0.1,,,12.55,64.8
2009-08-05,4.7365,2.8801,23.78,,,,,,1.45,,,,,44.99,43.32,0.1,,,12.47,65.16
2009-08-06,4.37,2.8801,23.0,,,,,,1.33,,,,,44.61,43.16,0.1,,,12.29,61.92
2009-08-07,4.62,2.9674,23.79,,,,,,1.34,,,,,45.03,43.88,0.1,,,12.45,65.52
2009-08-10,5.36,2.7056,23.45,,,,,,1.32,,,,,45.25,44.67,0.1,,,12.28,63.36
2009-08-11,5.38,2.9325,23.23,,,,,,1.18,,,,,43.89,44.73,0.1,,,12.12,65.52
2009-08-12,5.29,2.8801,23.63,,,,,,1.24,,,,,44.35,44.32,0.2,,,12.51,64.0764
2009-08-13,6.11,2.8627,24.02,,,,,,1.22,,,,,43.76,43.97,0.2,,,12.38,74.16
2009-08-14,6.22,2.8627,23.63,,,,,,1.16,,,,,43.25,43.23,0.3,,,12.45,70.56
2009-08-17,5.73,2.6183,23.13,,,,,,1.15,,,,,42.26,42.93,0.3,,,12.34,75.6
2009-08-18,5.75,2.7056,23.6,,,,,,1.22,,,,,41.55,42.96,0.3,,,12.47,73.44
2009-08-19,5.8,2.7056,23.92,,,,,,1.26,,,,,41.79,44.08,0.4,,,12.56,70.2
2009-08-20,5.73,2.4612,23.48,,,,,,1.27,,,,,42.13,44.43,0.4,,,13.03,70.56
2009-08-21,5.64,2.4787,23.61,,,,,,1.38,,,,,42.23,45.0,0.4,,,13.26,68.76
2009-08-24,6.23,2.6183,22.97,,,,,,1.4,,,,,42.05,44.9,0.4,,,13.07,70.56
2009-08-25,6.04,2.6183,21.997,,,,,,1.41,,,,,42.51,45.24,0.4,,,13.32,69.48
2009-08-26,6.15,2.531,22.59,,,,,,1.37,,,,,42.28,44.36,0.4,,,13.16,69.48
2009-08-27,6.05,2.758,23.12,,,,,,1.32,,,,,41.67,45.04,0.4,,,13.09,69.12
2009-08-28,5.98,2.5834,22.68,,,,,,1.29,,,,,41.37,45.08,0.4,,,12.99,66.6
2009-08-31,5.84,2.5136,22.62,,,,,,1.31,,,,,41.04,44.54,0.3,,,12.95,69.48
2009-09-01,2.0,2.7929,22.09,,,,,,1.28,,,,,41.06,43.57,0.3,,,12.84,69.48
2009-09-02,2.15,2.7929,21.41,,,,,,1.29,,,,,41.89,43.46,0.3,,,12.96,67.32
