date,ACAD,ACHC,ACOR,ADUS,AERI,AGIO,AIMT,AKCA,AKRX,ALDR,ALEC,ALLK,ALLO,AMAG,AMED,AMEH,AMPH,ANAB,ANGO,ANIP
2004-05-27,6.7,1.7979,,,,,,,3.29,,,,,9.9,18.6,,,,,265.68
2004-05-28,6.61,1.7979,,,,,,,3.3,,,,,9.81,18.69,,,,,273.6
2004-06-01,6.5,1.7805,,,,,,,3.35,,,,,9.76,20.8125,,,,13.6,286.2
2004-06-02,6.3,1.7979,,,,,,,3.35,,,,,9.76,20.8875,,,,13.55,281.88
2004-06-03,6.25,1.7455,,,,,,,3.1,,,,,9.74,20.925,,,,13.0,283.68
2004-06-04,6.02,1.7455,,,,,,,3.41,,,,,9.58,20.925,,,,12.91,281.52
2004-06-07,6.1,1.7281,,,,,,,3.5,,,,,9.65,20.895,,,,13.53,268.56
2004-06-08,6.1,1.7106,,,,,,,3.6,,,,,9.65,20.745,,,,13.0,259.2
2004-06-09,5.96,1.6408,,,,,,,3.59,,,,,9.45,20.5725,,,,13.16,254.16
2004-06-10,6.1,1.7455,,,,,,,3.75,,,,,9.43,20.52,,,,12.97,257.04
2004-06-14,6.2,1.7455,,,,,,,3.52,,,,,9.25,19.905,,,,12.8,255.6
2004-06-15,6.4,1.8677,,,,,,,3.52,,,,,9.12,20.8125,,,,12.651,264.6
2004-06-16,6.4,1.8328,,,,,,,3.6,,,,,8.91,20.985,,,,13.05,272.52
2004-06-17,6.85,1.8328,,,,,,,3.45,,,,,8.55,21.1575,,,,12.65,279.36
2004-06-18,6.62,1.8852,,,,,,,3.6,,,,,8.45,21.2925,,,,12.52,269.64
2004-06-21,6.6,1.6583,,,,,,,3.45,,,,,8.15,23.055,,,,12.92,275.76
2004-06-22,6.35,1.7979,,,,,,,3.4,,,,,8.54,22.9425,,,,14.28,273.6
2004-06-23,6.4,1.8154,,,,,,,3.4,,,,,8.62,22.83,,,,14.94,282.96
2004-06-24,6.2,1.8328,,,,,,,3.36,,,,,8.55,23.04,,,,14.34,277.92
2004-06-25,6.0,1.955,,,,,,,3.25,,,,,12.06,23.4,,,,14.36,281.52
2004-06-28,6.15,1.8677,,,,,,,3.25,,,,,13.4,23.7975,,,,15.1,283.68
2004-06-29,6.27,1.9201,,,,,,,3.35,,,,,14.32,24.3825,,,,15.2,277.56
2004-06-30,6.2,1.9376,,,,,,,3.5,,,,,15.13,24.78,,,,14.55,276.84
2004-07-01,6.3,1.9376,,,,,,,3.76,,,,,14.6,22.3125,,,,13.62,272.88
2004-07-02,6.3,1.8852,,,,,,,3.6,,,,,14.01,21.93,,,,13.6,270.0
2004-07-06,6.15,1.8328,,,,,,,3.59,,,,,13.56,21.165,,,,14.19,259.2
2004-07-07,6.08,1.7805,,,,,,,3.5,,,,,13.9,21.6075,,,,14.82,252.0
2004-07-08,6.07,1.7455,,,,,,,3.55,,,,,14.05,20.325,,,,14.19,246.24
2004-07-09,6.0,1.763,,,,,,,3.48,,,,,15.0,20.265,,,,14.48,247.68
2004-07-12,6.38,1.8852,,,,,,,3.35,,,,,14.7,19.7325,,,,14.9,234.0
2004-07-13,6.301,1.763,,,,,,,3.35,,,,,14.8,21.3,,,,14.88,235.8
2004-07-14,6.15,1.7805,,,,,,,3.3,,,,,15.57,20.9175,,,,14.35,228.24
2004-07-15,6.2,1.7805,,,,,,,3.3,,,,,15.91,21.69,,,,13.38,214.2
2004-07-16,6.3,1.7455,,,,,,,3.3,,,,,15.9,21.8475,,,,12.5,209.16
2004-07-19,6.03,1.7805,,,,,,,3.3,,,,,15.65,20.6025,,,,12.66,204.12
2004-07-20,6.2,1.7979,,,,,,,3.4,,,,,14.21,20.925,,,,13.19,204.12
2004-07-21,6.01,1.8328,,,,,,,3.35,,,,,14.2,20.0775,,,,11.8,214.2
2004-07-22,6.3,1.8503,,,,,,,3.35,,,,,14.1,19.59,,,,11.66,209.88
2004-07-23,6.17,1.8503,,,,,,,3.4,,,,,14.05,19.0125,,,,11.72,208.08
2004-07-26,6.11,1.8328,,,,,,,3.35,,,,,13.45,18.435,,,,11.56,213.12
2004-07-27,6.3,1.763,,,,,,,3.29,,,,,13.6,18.15,,,,11.9,210.6
2004-07-28,6.29,1.8154,,,,,,,3.1,,,,,13.65,17.7,,,,12.52,204.12
2004-07-29,6.29,1.8328,,,,,,,3.05,,,,,13.35,19.275,,,,13.19,212.4
2004-07-30,6.22,2.0248,,,,,,,3.05,,,,,13.78,19.68,,,,13.55,221.4
2004-08-02,6.25,1.9725,,,,,,,3.1,,,,,13.8,15.39,,,,13.19,211.68
2004-08-03,5.96,0.0002,,,,,,,2.95,,,,,14.24,22.1325,,,,12.95,210.24
2004-08-04,5.85,0.0002,,,,,,,2.9,,,,,14.39,22.935,,,,13.01,199.8
2004-08-05,5.23,1.9201,,,,,,,2.4,,,,,14.4,22.635,,,,12.55,186.84
2004-08-06,5.39,1.7979,,,,,,,2.35,,,,,15.49,21.5475,,,,11.9,178.2
2004-08-09,5.15,1.7805,,,,,,,2.35,,,,,15.91,21.0525,,,,11.5,180.0
2004-08-10,5.46,1.9376,,,,,,,2.4,,,,,15.45,21.6225,,,,12.0,176.04
2004-08-11,5.12,1.7979,,,,,,,2.45,,,,,15.49,21.885,,,,11.5,171.0
2004-08-12,5.47,1.9376,,,,,,,2.65,,,,,15.56,21.3525,,,,11.73,174.6
2004-08-13,5.445,1.9376,,,,,,,2.7,,,,,15.36,21.075,,,,11.73,177.48
2004-08-16,5.28,1.9201,,,,,,,2.8,,,,,15.06,21.675,,,,11.4,195.48
2004-08-17,5.7,1.8503,,,,,,,2.75,,,,,14.75,22.0275,,,,11.32,205.2
2004-08-18,5.7,1.7805,,,,,,,2.7,,,,,14.85,22.335,,,,11.52,211.68
2004-08-19,5.6,1.8328,,,,,,,2.7,,,,,14.82,20.6625,,,,11.55,210.6
2004-08-20,5.7,0.0002,,,,,,,2.65,,,,,14.99,19.875,,,,12.1,214.2
2004-08-23,5.7,0.0002,,,,,,,2.65,,,,,14.85,19.515,,,,11.91,227.52
2004-08-24,5.6,1.8154,,,,,,,3.0,,,,,14.99,19.4475,,,,12.08,229.68
2004-08-25,5.71,1.8328,,,,,,,3.0,,,,,14.9,19.3125,,,,12.0,248.4
2004-08-26,5.94,1.9026,,,,,,,3.0,,,,,14.95,19.125,,,,12.021,241.2
2004-08-27,5.91,0.0002,,,,,,,3.0,,,,,14.99,19.44,,,,12.73,241.2
2004-08-30,6.2,0.0002,,,,,,,2.85,,,,,14.85,19.6725,,,,12.799,246.24
2004-08-31,6.45,1.8328,,,,,,,3.0,,,,,14.5,19.41,,,,12.54,249.12
2004-09-01,6.89,1.9376,,,,,,,3.0,,,,,14.39,19.425,,,,11.76,260.64
2004-09-02,6.95,1.955,,,,,,,2.8,,,,,14.55,19.26,,,,11.8,263.16
2004-09-03,7.45,1.955,,,,,,,2.8,,,,,14.55,19.32,,,,11.94,262.8
2004-09-07,7.4,1.955,,,,,,,3.0,,,,,14.73,20.1975,,,,12.51,262.8
2004-09-08,7.39,1.9376,,,,,,,2.9,,,,,14.45,19.5,,,,12.111,261.0
2004-09-09,7.39,1.9376,,,,,,,3.0,,,,,14.65,20.2425,,,,12.0,255.6
2004-09-10,7.41,2.0248,,,,,,,2.95,,,,,14.7,20.1,,,,12.0,255.6
2004-09-13,7.76,2.0074,,,,,,,2.95,,,,,14.5,19.935,,,,11.85,270.0
2004-09-14,7.76,2.0248,,,,,,,2.9,,,,,14.55,19.905,,,,12.99,282.6
2004-09-15,7.95,1.9201,,,,,,,2.9,,,,,14.61,21.39,,,,12.8,296.28
2004-09-16,7.71,1.9201,,,,,,,2.95,,,,,14.59,21.6375,,,,12.9,313.2
2004-09-17,7.75,1.955,,,,,,,2.95,,,,,14.52,21.15,,,,12.79,320.76
2004-09-20,7.49,1.9201,,,,,,,2.97,,,,,14.35,21.3375,,,,12.25,331.2
2004-09-21,7.25,1.9201,,,,,,,2.95,,,,,14.31,22.77,,,,12.22,343.8
2004-09-22,7.09,1.955,,,,,,,3.04,,,,,14.16,22.3875,,,,12.65,356.04
2004-09-23,7.25,1.9376,,,,,,,3.09,,,,,14.32,21.375,,,,11.75,330.12
2004-09-24,7.0,1.9376,,,,,,,3.1,,,,,14.29,22.0575,,,,12.09,320.04
2004-09-27,7.199,1.9201,,,,,,,3.1,,,,,14.29,21.675,,,,12.11,317.52
2004-09-28,7.23,1.9201,,,,,,,3.1,,,,,14.3,21.7725,,,,12.15,324.36
2004-09-29,7.8,2.0947,,,,,,,3.0,,,,,14.27,22.335,,,,11.901,319.32
2004-09-30,7.8,2.1121,,,,,,,3.0,,,,,13.96,22.4625,,,,11.91,324.36
2004-10-01,7.8,2.0947,,,,,,,3.05,,,,,13.9,23.2725,,,,11.83,347.4
2004-10-04,7.85,2.1121,,,,,,,3.1,,,,,13.49,22.695,,,,12.45,351.0
2004-10-05,7.8,2.0772,,,,,,,3.15,,,,,13.69,23.025,,,,12.0,356.4
2004-10-06,7.8,2.1121,,,,,,,3.39,,,,,13.63,23.1225,,,,12.04,359.28
2004-10-07,7.8,2.1121,,,,,,,3.48,,,,,13.5,22.65,,,,12.51,362.16
2004-10-08,7.65,2.1994,,,,,,,3.48,,,,,13.41,22.5075,,,,13.0,349.56
2004-10-11,7.63,2.0772,,,,,,,3.4,,,,,13.4,23.0025,,,,12.69,352.8
2004-10-12,7.66,1.9725,,,,,,,3.4,,,,,12.75,22.785,,,,11.95,353.88
2004-10-13,7.67,2.0423,,,,,,,3.45,,,,,12.35,22.71,,,,11.25,354.6
2004-10-14,7.75,2.0074,,,,,,,3.4,,,,,12.11,22.6575,,,,11.07,351.0
2004-10-15,7.73,2.0597,,,,,,,3.95,,,,,12.3,21.9975,,,,10.76,347.4
2004-10-18,7.47,2.0074,,,,,,,3.8,,,,,12.27,22.2225,,,,10.64,338.4
2004-10-19,7.43,2.0248,,,,,,,3.85,,,,,15.15,21.72,,,,10.23,333.36
2004-10-20,7.54,2.0947,,,,,,,4.1,,,,,14.63,23.0475,,,,10.2,340.2
2004-10-21,7.55,2.2343,,,,,,,4.15,,,,,14.08,23.2875,,,,9.14,342.0
2004-10-22,7.11,2.3216,,,,,,,3.95,,,,,14.38,23.0175,,,,9.35,340.92
2004-10-25,7.0,2.4089,,,,,,,3.7,,,,,13.95,22.575,,,,9.47,347.4
2004-10-26,6.9,2.3914,,,,,,,3.88,,,,,13.95,22.9125,,,,9.61,351.0
2004-10-27,7.64,2.3739,,,,,,,4.0,,,,,13.98,23.955,,,,10.0,353.52
2004-10-28,7.63,2.3739,,,,,,,4.1,,,,,13.9,23.4075,,,,9.96,353.88
2004-10-29,7.63,2.3739,,,,,,,4.1,,,,,13.98,22.6725,,,,9.15,359.28
2004-11-01,7.59,2.3041,,,,,,,3.99,,,,,13.84,23.535,,,,10.25,331.2
2004-11-02,7.36,2.3041,,,,,,,3.9,,,,,13.55,23.3025,,,,10.27,313.92
2004-11-03,7.23,2.3041,,,,,,,3.94,,,,,13.55,24.225,,,,10.511,320.4
2004-11-04,7.2,2.3216,,,,,,,3.9,,,,,14.1,25.71,,,,11.88,311.04
2004-11-05,7.19,2.3914,,,,,,,3.8,,,,,14.33,25.7025,,,,12.5,327.6
2004-11-08,7.39,2.3565,,,,,,,3.8,,,,,14.05,26.5875,,,,13.62,320.4
2004-11-09,7.4,2.5136,,,,,,,3.81,,,,,14.01,26.22,,,,14.33,326.16
2004-11-10,7.35,2.6358,,,,,,,3.95,,,,,13.96,27.0975,,,,14.33,326.16
2004-11-11,7.1,2.6183,,,,,,,3.9,,,,,14.23,25.545,,,,13.35,335.16
2004-11-12,7.09,2.6009,,,,,,,3.94,,,,,14.38,25.65,,,,13.91,331.92
2004-11-15,7.08,2.5485,,,,,,,3.99,,,,,14.45,26.4,,,,14.11,326.52
2004-11-16,7.2,2.4438,,,,,,,3.85,,,,,14.5,23.7375,,,,14.219,330.48
2004-11-17,7.13,2.3914,,,,,,,3.85,,,,,14.35,24.168,,,,14.18,325.8
2004-11-18,7.07,2.4438,,,,,,,4.0,,,,,14.45,23.8875,,,,14.16,349.2
2004-11-19,6.68,2.4612,,,,,,,4.23,,,,,14.39,23.865,,,,14.03,360.0
2004-11-22,6.67,2.5485,,,,,,,3.9,,,,,14.33,24.45,,,,14.32,354.6
2004-11-23,6.61,2.4787,,,,,,,3.83,,,,,14.3,25.185,,,,14.09,359.64
2004-11-24,6.68,2.8278,,,,,,,3.83,,,,,14.2,24.7725,,,,14.94,356.4
2004-11-26,6.81,2.8278,,,,,,,3.83,,,,,14.0,24.9525,,,,16.24,365.4
2004-11-29,6.82,2.6881,,,,,,,3.83,,,,,13.77,24.975,,,,16.33,375.84
2004-11-30,6.78,2.6532,,,,,,,3.83,,,,,14.05,24.69,,,,16.0,362.52
2004-12-01,6.69,2.6358,,,,,,,3.83,,,,,14.05,24.6,,,,15.27,302.4
2004-12-02,6.81,2.6009,,,,,,,3.83,,,,,13.91,24.5625,,,,15.07,270.0
2004-12-03,6.8,2.4961,,,,,,,3.83,,,,,13.9,24.4875,,,,14.89,174.24
2004-12-06,6.79,2.5834,,,,,,,3.83,,,,,13.95,24.15,,,,14.01,186.12
2004-12-07,6.8,2.6009,,,,,,,3.83,,,,,14.0,23.4375,,,,14.14,179.64
2004-12-08,6.83,2.5485,,,,,,,3.83,,,,,14.0,23.25,,,,14.0,171.72
2004-12-09,6.82,2.6183,,,,,,,3.83,,,,,13.9,23.34,,,,14.0,165.6
2004-12-10,6.8,2.6183,,,,,,,3.83,,,,,14.0,23.85,,,,14.0,163.44
2004-12-13,6.99,2.5834,,,,,,,3.83,,,,,14.0,23.8208,,,,14.09,164.52
2004-12-14,7.04,2.5136,,,,,,,3.83,,,,,13.95,24.12,,,,13.94,179.28
2004-12-15,6.9,2.5485,,,,,,,3.83,,,,,13.75,24.465,,,,15.15,173.88
2004-12-16,6.81,2.566,,,,,,,3.83,,,,,13.7,24.27,,,,15.14,180.0
2004-12-17,6.81,2.5834,,,,,,,3.83,,,,,12.95,24.15,,,,15.54,177.12
2004-12-20,6.72,2.4787,,,,,,,3.83,,,,,14.1,24.2025,,,,15.3,172.44
2004-12-21,6.93,2.4612,,,,,,,3.83,,,,,13.75,24.2925,,,,18.36,172.8
2004-12-22,6.9,2.3565,,,,,,,3.83,,,,,13.65,24.2775,,,,17.65,166.32
2004-12-23,6.31,2.5136,,,,,,,3.75,,,,,13.4,24.5025,,,,18.029,165.24
2004-12-27,6.17,2.5136,,,,,,,3.8,,,,,13.5,24.0525,,,,20.47,173.52
2004-12-28,5.9,2.4787,,,,,,,3.77,,,,,14.3,24.4575,,,,21.6,174.96
2004-12-29,6.13,2.4961,,,,,,,3.78,,,,,14.98,24.5625,,,,20.9,182.88
2004-12-30,6.06,2.4089,,,,,,,3.79,,,,,15.15,24.585,,,,20.18,194.4
2004-12-31,6.77,2.5136,,,,,,,3.83,,,,,15.72,24.2925,,,,22.15,197.28
2005-01-03,6.39,2.4263,,,,,,,3.9,,,,,16.0,23.625,,,,21.39,184.68
2005-01-04,6.28,2.4089,,,,,,,3.87,,,,,15.91,23.0625,,,,20.19,182.88
2005-01-05,6.26,2.4438,,,,,,,3.88,,,,,16.01,22.5375,,,,21.67,188.28
2005-01-06,6.34,2.5834,,,,,,,3.9,,,,,17.35,22.4325,,,,22.0,191.88
2005-01-07,6.5,2.531,,,,,,,3.8,,,,,17.01,22.6125,,,,24.38,194.04
2005-01-10,6.43,2.4263,,,,,,,3.63,,,,,16.65,22.2525,,,,22.23,199.8
2005-01-11,7.02,2.339,,,,,,,3.65,,,,,16.39,20.685,,,,19.97,199.44
2005-01-12,7.42,2.3914,,,,,,,3.76,,,,,16.24,21.0075,,,,19.22,209.52
2005-01-13,7.2,2.3739,,,,,,,3.8,,,,,16.39,20.9775,,,,19.98,205.56
2005-01-14,7.06,2.339,,,,,,,3.75,,,,,16.39,21.885,,,,20.33,213.84
2005-01-18,6.8,2.3914,,,,,,,3.88,,,,,16.71,22.3125,,,,20.7,212.4
2005-01-19,6.62,2.4089,,,,,,,3.75,,,,,16.93,22.6125,,,,21.05,204.12
2005-01-20,6.65,2.3565,,,,,,,3.7,,,,,16.75,22.5,,,,22.749,200.88
2005-01-21,6.64,2.531,,,,,,,3.69,,,,,16.97,22.3875,,,,21.8,192.96
2005-01-24,6.419,2.531,,,,,,,3.74,,,,,16.84,21.795,,,,21.699,190.8
2005-01-25,6.56,2.6183,,,,,,,3.7,,,,,16.89,21.9375,,,,21.16,190.44
2005-01-26,6.74,2.6183,,,,,,,3.75,,,,,16.95,22.455,,,,20.13,197.64
2005-01-27,7.0,2.6707,,,,,,,3.65,,,,,17.25,21.9375,,,,20.55,200.88
2005-01-28,6.96,2.6183,,,,,,,3.68,,,,,16.95,21.21,,,,20.55,201.24
2005-01-31,7.07,2.8452,,,,,,,3.7,,,,,16.98,22.575,,,,21.13,202.68
2005-02-01,7.15,2.7405,,,,,,,3.68,,,,,16.8,23.235,,,,20.58,204.84
2005-02-02,7.35,2.8278,,,,,,,3.7,,,,,17.4,23.1075,,,,20.54,207.36
2005-02-03,7.45,2.8278,,,,,,,3.7,,,,,17.5,23.3175,,,,20.11,202.32
2005-02-04,7.34,2.7929,,,,,,,3.67,,,,,17.74,24.1425,,,,20.34,197.28
2005-02-07,7.5,2.7929,,,,,,,3.67,,,,,19.49,23.25,,,,22.92,194.4
2005-02-08,8.07,2.8801,,,,,,,3.67,,,,,19.98,23.5725,,,,22.27,196.2
2005-02-09,8.29,2.7929,,,,,,,3.68,,,,,20.14,23.0475,,,,20.61,191.52
2005-02-10,8.029,3.0896,,,,,,,3.68,,,,,20.8,22.95,,,,20.27,192.96
2005-02-11,8.18,3.2991,,,,,,,3.7,,,,,21.9,23.34,,,,20.97,190.08
2005-02-14,8.19,3.3165,,,,,,,3.55,,,,,22.71,23.3025,,,,21.25,184.68
2005-02-15,8.076,3.2816,,,,,,,3.55,,,,,23.55,23.25,,,,21.85,187.92
2005-02-16,8.11,3.0896,,,,,,,3.62,,,,,23.74,23.4375,,,,23.4,188.28
2005-02-17,8.05,3.4038,,,,,,,3.6,,,,,22.8,23.2425,,,,22.57,189.36
2005-02-18,7.64,3.4038,,,,,,,3.6,,,,,22.08,24.06,,,,22.54,189.36
2005-02-22,7.801,3.0722,,,,,,,3.5,,,,,22.41,23.835,,,,22.28,186.84
2005-02-23,7.75,3.0198,,,,,,,3.6,,,,,22.47,23.8575,,,,21.99,191.52
2005-02-24,7.61,3.2816,,,,,,,3.55,,,,,20.95,23.835,,,,22.07,189.72
2005-02-25,7.64,3.2991,,,,,,,3.6,,,,,20.51,24.045,,,,21.729,187.92
2005-02-28,7.52,3.2118,,,,,,,3.51,,,,,20.32,23.955,,,,21.6,181.8
2005-03-01,7.73,3.2991,,,,,,,3.45,,,,,19.79,24.45,,,,21.9,174.96
2005-03-02,7.546,3.2293,,,,,,,3.4,,,,,19.05,25.3125,,,,22.2,178.2
2005-03-03,7.53,3.4038,,,,,,,3.51,,,,,6.65,24.5475,,,,22.19,177.84
2005-03-04,7.21,3.5085,,,,,,,3.65,,,,,8.4,25.005,,,,21.91,178.56
2005-03-07,7.05,3.4911,,,,,,,3.55,,,,,9.83,25.41,,,,23.309,165.96
2005-03-08,7.15,3.4038,,,,,,,3.45,,,,,9.52,25.5975,,,,22.82,169.56
2005-03-09,7.169,3.4038,,,,,,,3.39,,,,,8.9,24.9075,,,,22.22,167.04
2005-03-10,6.95,3.334,,,,,,,3.55,,,,,9.53,23.9325,,,,20.05,163.8
2005-03-11,7.01,3.3864,,,,,,,3.52,,,,,10.15,23.6775,,,,17.79,158.4
2005-03-14,7.09,3.3864,,,,,,,3.5,,,,,10.03,23.37,,,,19.0,151.92
2005-03-15,7.111,3.4562,,,,,,,3.5,,,,,9.77,23.655,,,,19.25,153.72
2005-03-16,7.182,3.4911,,,,,,,3.5,,,,,9.67,23.94,,,,19.62,153.0
2005-03-17,7.17,3.4736,,,,,,,3.3,,,,,9.5,23.175,,,,20.269,159.12
2005-03-18,7.28,3.4736,,,,,,,3.35,,,,,9.08,23.1675,,,,20.64,167.04
2005-03-21,7.05,3.3689,,,,,,,3.3,,,,,8.94,23.5875,,,,19.96,162.36
2005-03-22,7.09,3.3165,,,,,,,3.18,,,,,9.01,23.55,,,,18.79,160.92
2005-03-23,7.189,3.2642,,,,,,,3.25,,,,,8.77,23.655,,,,19.09,159.12
2005-03-24,6.96,3.2293,,,,,,,3.04,,,,,9.45,23.535,,,,19.05,154.44
2005-03-28,7.01,3.2293,,,,,,,2.87,,,,,9.31,23.0775,,,,18.87,148.68
2005-03-29,7.0,3.2293,,,,,,,2.79,,,,,9.03,22.4325,,,,18.55,141.12
2005-03-30,7.14,3.3514,,,,,,,2.75,,,,,8.6,22.5,,,,18.0,141.48
2005-03-31,6.9,3.5085,,,,,,,2.77,,,,,8.78,22.6875,,,,18.3,144.0
2005-04-01,6.85,3.4736,,,,,,,2.61,,,,,8.7,21.6975,,,,18.66,146.16
2005-04-04,6.85,3.4387,,,,,,,2.594,,,,,8.73,21.7275,,,,18.27,147.96
2005-04-05,6.93,3.4562,,,,,,,2.3,,,,,8.77,22.455,,,,18.4,147.96
2005-04-06,6.95,3.4911,,,,,,,2.65,,,,,8.7,22.9275,,,,18.18,151.92
2005-04-07,6.91,3.4911,,,,,,,2.73,,,,,8.32,22.98,,,,18.39,151.92
2005-04-08,6.62,3.7529,,,,,,,2.96,,,,,8.21,22.2825,,,,18.21,153.72
2005-04-11,6.75,3.6831,,,,,,,3.0,,,,,7.89,22.2,,,,18.01,150.84
2005-04-12,6.57,3.5958,,,,,,,2.99,,,,,7.96,22.095,,,,17.4,148.68
2005-04-13,6.5,3.5784,,,,,,,3.06,,,,,7.95,22.815,,,,18.134,145.8
2005-04-14,6.9,3.4911,,,,,,,2.918,,,,,7.859,22.95,,,,17.43,144.72
2005-04-15,6.92,3.4038,,,,,,,2.73,,,,,8.25,22.5,,,,17.5,140.76
2005-04-18,7.15,3.3514,,,,,,,2.55,,,,,8.48,22.3575,,,,16.42,135.0
2005-04-19,6.86,3.4736,,,,,,,2.55,,,,,8.98,22.9425,,,,17.65,137.88
2005-04-20,6.74,3.4911,,,,,,,2.6,,,,,7.8,23.0475,,,,17.19,139.68
2005-04-21,7.06,3.4736,,,,,,,2.66,,,,,8.21,23.1375,,,,17.6,144.36
2005-04-22,7.16,3.3165,,,,,,,2.57,,,,,8.06,22.605,,,,18.85,153.0
2005-04-25,7.28,3.4038,,,,,,,2.6,,,,,7.9,23.25,,,,17.7,146.88
2005-04-26,7.67,3.4911,,,,,,,2.61,,,,,7.95,22.6425,,,,17.47,142.92
2005-04-27,7.74,3.4911,,,,,,,2.51,,,,,8.17,22.335,,,,17.36,140.04
2005-04-28,7.51,3.4911,,,,,,,2.518,,,,,7.82,21.705,,,,17.1,140.04
2005-04-29,7.46,3.4911,,,,,,,2.66,,,,,7.82,22.5075,,,,17.24,140.04
2005-05-02,7.7,3.4911,,,,,,,2.62,,,,,7.79,22.9725,,,,17.25,135.36
2005-05-03,7.5,3.3165,,,,,,,2.65,,,,,7.73,25.38,,,,17.8,136.08
2005-05-04,7.54,3.334,,,,,,,2.7,,,,,8.3,26.1975,,,,17.74,135.36
2005-05-05,7.5,3.3165,,,,,,,2.65,,,,,8.7,26.2575,,,,18.01,137.52
2005-05-06,7.4,3.4911,,,,,,,2.6,,,,,9.45,26.115,,,,18.62,137.16
2005-05-09,7.4,3.4213,,,,,,,2.56,,,,,10.0,25.92,,,,18.63,135.0
2005-05-10,7.27,3.4038,,,,,,,2.6,,,,,10.05,25.92,,,,18.81,135.0
2005-05-11,7.426,3.5609,,,,,,,2.5,,,,,10.0,26.0025,,,,18.7,137.88
2005-05-12,7.2,3.5784,,,,,,,2.5,,,,,10.0,25.065,,,,18.909,140.76
2005-05-13,7.19,3.5085,,,,,,,2.45,,,,,10.02,25.4625,,,,18.41,140.4
2005-05-16,7.2,3.4562,,,,,,,2.45,,,,,10.05,25.9575,,,,18.01,146.16
2005-05-17,7.21,3.4562,,,,,,,2.6,,,,,10.11,25.2525,,,,18.58,144.0
2005-05-18,7.37,3.3514,,,,,,,2.74,,,,,9.95,22.905,,,,18.5,140.76
2005-05-19,7.74,3.3864,,,,,,,2.51,,,,,10.0,23.085,,,,19.25,141.84
2005-05-20,7.57,3.4736,,,,,,,2.53,,,,,9.95,23.2425,,,,20.2,143.64
2005-05-23,7.91,3.2642,,,,,,,2.46,,,,,9.62,23.1525,,,,20.17,141.84
2005-05-24,9.15,3.4213,,,,,,,2.9,,,,,9.49,22.9875,,,,19.95,137.16
2005-05-25,8.82,3.4213,,,,,,,2.95,,,,,8.95,22.275,,,,19.71,138.6
2005-05-26,8.52,3.4038,,,,,,,2.97,,,,,9.12,22.3575,,,,20.21,132.84
2005-05-27,8.65,3.2816,,,,,,,2.95,,,,,9.15,22.77,,,,20.39,132.48
2005-05-31,8.73,3.4736,,,,,,,2.94,,,,,8.95,22.6575,,,,19.77,133.2
2005-06-01,8.711,3.4911,,,,,,,2.81,,,,,9.0,22.44,,,,19.0,137.16
2005-06-02,8.82,3.9275,,,,,,,2.75,,,,,10.0,22.8975,,,,19.8,138.96
2005-06-03,8.75,4.0148,,,,,,,2.71,,,,,10.0,23.4675,,,,19.68,137.52
2005-06-06,8.792,4.0148,,,,,,,2.65,,,,,9.64,23.8125,,,,21.76,134.28
2005-06-07,8.92,4.0148,,,,,,,2.5,,,,,9.5,24.03,,,,20.7,135.0
2005-06-08,8.5,4.1893,,,,,,,2.5,,,,,9.93,23.775,,,,20.71,131.76
2005-06-09,8.85,4.1369,,,,,,,2.58,,,,,10.35,23.925,,,,20.88,133.2
2005-06-10,8.51,4.0148,,,,,,,2.67,,,,,10.6,23.97,,,,19.96,131.4
2005-06-13,8.9,4.2417,,,,,,,2.68,,,,,10.89,24.21,,,,20.74,130.32
2005-06-14,9.0,4.1893,,,,,,,2.54,,,,,10.7,24.3675,,,,20.69,131.04
2005-06-15,8.89,4.1544,,,,,,,2.55,,,,,10.32,24.855,,,,20.37,128.88
2005-06-16,9.32,4.1544,,,,,,,2.5,,,,,10.69,24.75,,,,21.37,127.08
2005-06-17,9.2,3.9449,,,,,,,2.58,,,,,10.81,24.825,,,,21.52,123.12
2005-06-20,9.07,4.102,,,,,,,2.54,,,,,11.19,23.925,,,,21.21,119.52
2005-06-21,9.1,4.102,,,,,,,2.57,,,,,11.3,24.0375,,,,21.77,113.4
2005-06-22,9.02,4.0148,,,,,,,2.55,,,,,11.16,23.0325,,,,22.52,117.0
2005-06-23,9.02,4.2242,,,,,,,2.51,,,,,11.33,23.67,,,,21.96,119.16
2005-06-24,9.2,4.2242,,,,,,,2.52,,,,,11.0,23.8725,,,,20.92,118.8
2005-06-27,8.8,4.5035,,,,,,,2.52,,,,,10.93,23.4,,,,21.15,118.8
2005-06-28,8.84,4.3988,,,,,,,2.51,,,,,11.22,24.5025,,,,21.76,121.32
2005-06-29,8.76,4.3639,,,,,,,2.4,,,,,11.12,25.515,,,,22.32,128.16
2005-06-30,8.4,4.4162,,,,,,,2.54,,,,,11.16,27.585,,,,21.74,134.64
2005-07-01,8.34,4.1195,,,,,,,2.58,,,,,11.4,28.275,,,,21.37,141.12
2005-07-05,8.36,4.0671,,,,,,,2.6,,,,,11.13,28.3125,,,,21.65,137.88
2005-07-06,8.29,4.1893,,,,,,,2.67,,,,,11.01,28.2975,,,,21.245,142.56
2005-07-07,8.1,4.1893,,,,,,,2.98,,,,,11.0,28.59,,,,21.5,151.92
2005-07-08,9.0,4.1893,,,,,,,2.94,,,,,11.0,29.1825,,,,23.28,147.6
